item_id,price,quantity
214572718,5549,1
214572720,0,0
214572722,20942,4
214572725,1779,2
214572729,4606,3
214572731,2093,1
214572735,3141,1
214572744,5337,7
214572748,1674,1
214572750,7538,2
214572800,5440,4
214572832,1674,1
214572834,0,0
214572838,9632,4
214572847,6910,2
214572851,3141,1
214572855,3141,1
214572962,0,0
214572969,0,0
214572973,2303,1
214572986,0,0
214573001,20971,717
214573007,0,0
214573016,0,0
214573059,15675,34
214573123,1357,7
214573142,3768,5
214573149,5234,3
214573168,92486,95
214573170,18424,14
214573230,36828,24
214573241,9417,9
214573243,1046,1
214573258,4392,10
214573277,10048,9
214573280,0,0
214573288,25120,20
214573290,13816,12
214573305,110450,38
214573310,25128,8
214573312,15997,19
214573350,142044,330
214573352,0,0
214573357,28224,48
214573359,36850,12
214573494,15904,8
214573502,0,0
214573522,8163,4
214573552,5022,3
214573560,14133,3
214573582,22091,4
214573588,2930,2
214573590,5947,24
214573607,65954,14
214573612,153905,31
214573616,59682,6
214573629,1254,4
214573820,22606,14
214573843,0,0
214573858,5024,4
214573865,31404,12
214573882,5335,4
214573884,3767,2
214574085,21252,7
214574117,64612,3
214574122,75084,3
214574124,381804,14
214574126,4186,2
214574128,0,0
214574130,336780,14
214574135,141584,8
214574137,515639,26
214574139,0,0
214574141,79168,4
214574145,87234,7
214574147,710630,14
214574150,228280,20
214574175,0,0
214574233,6805,2
214574242,24185,5
214574246,156975,1
214574248,486633,3
214574544,20920,10
214574561,305154,6
214574578,1883,1
214574591,0,0
214574593,2093,1
214574600,2092,1
214574602,2931,1
214574604,0,0
214574608,2722,1
214574615,0,0
214574617,11830,4
214574627,5862,2
214574655,3036,1
214574657,2722,1
214574664,10888,3
214574670,25109,12
214574672,38722,32
214574692,889,1
214574726,0,0
214574754,2928,4
214574760,1570,1
214574777,1912825,260
214574792,10044,14
214574799,3348,5
214574822,0,0
214574825,8151,15
214574852,0,0
214574855,1046,2
214574900,2667,4
214574906,34540,24
214574912,418,1
214574917,28787,16
214575065,1108,2
214575084,1360,1
214575088,68210,82
214575103,31404,14
214575112,6276,7
214575125,12241,11
214575146,6279,3
214575165,41880,10
214575170,6276,8
214575172,8792,5
214575178,2092,1
214575193,208285,137
214575206,21987,7
214575225,6699,3
214575240,3140,3
214575266,28266,6
214575268,3132,15
214575270,16019,4
214575279,20064,36
214575298,20940,5
214575307,15705,5
214575309,10470,2
214575311,80626,14
214575332,680,1
214575347,127627,23
214575369,28574,14
214575431,2092,3
214575491,703500,100
214575530,6282,2
214575641,0,0
214575665,17679,33
214575667,16475,35
214575722,41460,12
214575729,6276,12
214575761,526647,64
214575763,127673,84
214576196,41040,11
214576198,14763,3
214576217,10888,4
214576226,6596,1
214576228,6701,1
214576230,27640,4
214576235,22614,6
214576237,8478,3
214576260,9422,2
214576265,6277,3
214576325,45868,2
214576327,39688,3
214576355,15068,8
214576389,0,0
214576423,3764,5
214576432,24453,66
214576487,10255,9
214576500,38502,24
214576515,0,0
214576520,5334,11
214576545,37680,30
214576582,0,0
214576588,0,0
214576590,941,1
214576607,732,4
214576610,0,0
214576631,0,0
214576693,960,4
214576700,3664,1
214576740,7329,1
214576742,79898,7
214576749,11308,2
214576755,5964,3
214576777,197367,29
214576783,18216,6
214576787,37692,9
214576839,8160,9
214576860,2617,1
214576873,2092,1
214576875,7328,1
214576890,18414,23
214576892,6276,6
214576899,584,2
214576925,15705,3
214576935,2617,1
214576950,33504,9
214576982,42160,40
214577025,7967,16
214577057,4710,3
214577062,2617,1
214577293,38502,37
214577302,680,2
214577334,60191,37
214577340,23550,35
214577387,5488,7
214577415,133200,8
214577417,6282,2
214577422,7120,1
214577443,1200,18
214577445,1569,6
214577450,20699,30
214577477,18846,3
214577490,13392,34
214577495,82225,1468
214577503,12564,3
214577505,12564,3
214577512,29288,19
214577518,62770,46
214577535,5755,5
214577567,61772,7
214577572,17275,2
214577578,0,0
214577585,3664,2
214577589,18008,4
214577591,31411,4
214577593,26075,1
214577604,18745,1
214577612,5753,11
214577709,1034346,83
214577711,65233,7
214577717,80100,9
214577720,50895,4
214577732,72243,25
214577750,1213602,41
214577799,4185,6
214577822,5333,25
214577945,7853,1
214577964,5863,1
214578007,140427,9
214578011,8321946,585
214578135,10365,3
214578144,0,0
214578148,9414,9
214578157,1725,4
214578159,6573,141
214578170,1832,52
214578176,7322,11
214578178,24273,38
214578230,18305,155
214578236,0,0
214578238,3664,1
214578247,18320,5
214578249,2093,1
214578281,12555,6
214578283,14648,7
214578285,0,0
214578290,6279,3
214578294,3036,1
214578296,0,0
214578298,6278,3
214578317,1464,7
214578326,25116,12
214578350,62790,47
214578570,2928,5
214578577,2070,6
214578645,629152,28
214578810,11506,15
214578823,16736,25
214578825,7536,3
214578836,12556,6
214578847,2980,4
214579192,0,0
214579220,523917,120
214579226,20517,7
214579260,10365,3
214579265,0,0
214579288,250832,79
214579299,224833,13
214579372,1883,1
214579374,1883,1
214579378,8478,3
214579385,0,0
214579400,2092,2
214579410,4185,5
214579425,732,1
214579462,0,0
214579464,418355,5
214579466,123428,86
214579545,13643,19
214579704,166049,39
214579730,88784,16
214579749,16152,32
214579755,31504,20
214579762,14381,29
214579775,10468,4
214579790,20920,29
214579837,10042,13
214579839,5652,4
214579841,0,0
214579875,13174,15
214580154,3762,9
214580162,2092,1
214580171,4710,3
214580173,2093,1
214580177,1046,1
214580188,0,0
214580190,0,0
214580225,0,0
214580240,876,3
214580250,3140,4
214580276,43758,22
214580287,311550,28
214580291,268848,100
214580293,652862,355
214580297,1254,2
214580302,255465,50
214580304,138150,88
214580351,113040,59
214580355,28581,7
214580357,118692,45
214580360,172755,55
214580368,2508,7
214580370,1360,1
214580372,19782,7
214580377,81127,40
214580387,131922,21
214580413,79168,5
214580424,326664,80
214580458,0,0
214580462,55652,54
214580465,8160,6
214580467,101146,18
214580469,34558,2
214580790,36040,60
214580801,13609,5
214580814,27632,27
214580885,41880,8
214581427,146666,21
214581444,71611,19
214581446,21975,16
214581482,3140,2
214581485,7850,5
214581489,1465625,183
214581493,0,0
214581504,3138,4
214581525,0,0
214581530,0,0
214581536,4184,5
214581551,5649,3
214581555,1884,1
214581566,1883,1
214581572,15700,11
214581575,2408,1
214581581,5440,4
214581587,2720,2
214581594,1360,1
214581596,10465,7
214581598,1360,1
214581607,20940,4
214581611,186055,127
214581613,5440,4
214581669,0,0
214581671,0,0
214581677,4188,1
214581680,4816,2
214581682,0,0
214581684,10471,1
214581690,18414,25
214581699,11088,12
214581755,1046,1
214581761,240073,114
214581815,70792,4
214581817,0,0
214581825,0,0
214581827,108488,4
214581832,0,0
214581836,25028,1
214581868,2617,1
214581870,3766,3
214581872,3768,2
214581877,0,0
214581879,3455,1
214581887,44925,1
214581896,62622,2
214581898,28170,1
214581905,0,0
214581909,41783,1
214581913,25028,1
214581915,14656,2
214581917,14133,3
214581924,3664,1
214581941,16228,4
214581952,27640,8
214581954,0,0
214581967,7328,1
214582104,12029,38
214582170,4604,4
214582172,1360,3
214582175,0,0
214582179,2720,2
214582181,5649,3
214582200,71068,91
214582346,33283,22
214582348,19668,12
214582350,10460,5
214582357,1570,1
214582359,6800,6
214582361,0,0
214582370,14960,12
214582372,4080,3
214582374,1360,1
214582376,0,0
214582378,1360,1
214582380,7584,9
214582382,10200,12
214582385,6280,4
214582387,3761176,165
214582391,485025,51
214582400,84816,10
214582402,179056,21
214582404,65968,7
214582406,39263,5
214582408,43968,6
214582410,36640,5
214582412,0,0
214582415,47120,5
214582417,18848,2
214582425,4711,1
214582436,7851,3
214582470,29316,7
214582485,41461,7
214582487,0,0
214582492,78225,3
214582496,33300,2
214582498,106805,11
214582500,9423,3
214582502,216866,19
214582505,19684,4
214582507,278476,39
214582509,31410,5
214582511,65018,10
214582513,46594,5
214582515,21984,3
214582532,17586,7
214582541,76948,27
214582543,6282,1
214582547,39788,4
214582550,64506,4
214582552,173723,15
214582554,56968,2
214582770,4698,129
214582800,2092,1
214582805,2093,1
214582811,1256,1
214582813,6280,4
214582822,732,1
214582935,33502,4
214582940,600563,31
214582942,3391252,675
214582948,2044,9
214582950,1108251,37
214582952,36638,15
214583152,56235,7
214583156,56340,2
214583158,36547,1
214583190,546534,102
214583285,0,0
214583287,233842,17
214583531,57491,1
214583533,0,0
214583610,1184790,130
214583617,0,0
214583630,0,0
214583655,0,0
214583670,4970,5
214583769,1360,1
214583784,0,0
214583786,1360,1
214583842,1883,1
214583844,6800,13
214583846,7322,23
214583852,56520,92
214583855,2720,4
214583865,376,1
214583932,28787,15
214583947,6897,24
214583979,1570,1
214583981,1883,1
214584013,18745,1
214584024,4188,1
214584039,208,1
214584041,0,0
214584043,0,0
214584045,13085,7
214584047,5600,33
214584050,31886,7
214584052,7956,2
214584054,4607,1
214584056,12564,3
214584092,8368,10
214584797,41880,11
214584808,342420,30
214584810,0,0
214584812,37594,1
214584815,96942,25
214584817,9110,1
214584819,32673,3
214584821,322035,82
214584825,0,0
214584830,433652,34
214584832,376926,48
214584834,15080,1
214584836,550236,61
214584907,739627,237
214584920,155430,122
214584926,28260,18
214584928,6696,8
214584939,1085950,1810
214584962,738828,85
214584965,13509,2
214584969,304099,120
214584980,116448,8
214584982,0,0
214584984,8370,5
214584986,43668,3
214584988,65658,3
214584990,68802,3
214584992,457612,46
214584999,66848,35
214585001,3660,1
214585016,57491,1
214585050,17698,1
214585055,0,0
214585065,0,0
214585072,0,0
214585074,7226,2
214585076,20316,1
214585082,44820,2
214585100,178007,17
214585138,31410,11
214585288,6594,26
214585395,862728,226
214585397,494184,135
214585406,41872,16
214585526,0,0
214585532,13612,2
214585547,0,0
214585554,31410,7
214585586,16752,5
214585588,12564,2
214585597,3141,1
214585616,1674,3
214585629,0,0
214585631,14644,7
214585633,248030,190
214585642,31410,8
214585644,62820,12
214585646,13509,1
214585648,0,0
214585652,13611,2
214585659,0,0
214585661,6282,1
214585665,0,0
214585667,15705,3
214585670,5235,1
214585674,26175,5
214585676,126698,22
214585680,59376,3
214585695,18320,5
214585702,0,0
214586432,7322,7
214586443,13600,18
214586469,25648,7
214586477,9422,2
214586490,54960,19
214586495,4710,4
214586516,65954,17
214586531,3348,4
214586533,2512,3
214586535,3768,5
214586537,0,0
214586540,5334,6
214586542,10880,8
214586544,30765,21
214586567,7320,21
214586570,25845,13
214586572,25116,13
214586574,15056,16
214586576,22597,14
214586578,2196,4
214586585,4184,4
214586587,4188,1
214586589,1046,2
214586591,0,0
214586593,1884,2
214586595,46072,8
214586610,52668,133
214586625,52360,4
214586630,9947,1
214586634,24813,3
214586642,22510,4
214586645,57575,29
214586651,4083,1
214586655,11518,2
214586666,523,1
214586668,1988,2
214586677,0,0
214586679,3348,4
214586681,14650,11
214586683,2823,3
214586685,11616,9
214586687,5856,8
214586690,13392,20
214586692,228249,43
214586694,16004,32
214586711,315570,610
214586720,30150,9
214586722,83768,8
214586743,92907,114
214586780,2720,2
214586782,0,0
214586786,10462,6
214586795,4182,7
214586803,11518,2
214586805,2631697,116
214586807,231852,6
214586810,1895331,31
214586814,141057,3
214586818,142210,2
214586825,109914,43
214586831,941,1
214586848,80529,1
214586857,505692,11
214586861,0,0
214586865,17800,2
214586870,0,0
214586872,4188,1
214586874,136031,1
214586876,167447,1
214586893,33500,4
214586906,30471,3
214586912,76656,6
214586923,44880,35
214586927,721938,6
214586940,73094,2
214586942,140850,5
214586949,156555,5
214586970,125559,1
214586972,0,0
214586983,469665,15
214587005,753144,8
214587011,688842,28
214587013,250908,4
214587028,1656196,234
214587030,0,0
214587032,12240,9
214587039,58589,31
214587041,3348,4
214587043,5646,6
214587045,8052,14
214587047,3138,3
214587052,4705,10
214587056,11720,25
214587058,5440,5
214587060,35154,21
214587062,3348,4
214587065,3453,4
214587069,10351,11
214587071,20088,15
214587073,0,0
214587075,7533,9
214587082,0,0
214587090,0,0
214587099,10460,11
214587101,0,0
214587163,0,0
214587167,63340,17
214587170,23555,5
214587172,6280,4
214587174,4395,3
214587176,4186,2
214587178,3138,3
214587180,0,0
214587182,5652,3
214587185,5650,4
214587187,0,0
214587189,8375,1
214587193,47736,12
214587197,18844,4
214587202,9424,1
214587204,14658,2
214587215,32241,11
214587221,23036,4
214587227,24603,7
214587234,23550,20
214587238,0,0
214587242,108267,21
214587249,25650,5
214587255,18320,5
214587257,321303,40
214587266,751028,395
214587268,0,0
214587270,16856,8
214587277,6906,6
214587279,2720,2
214587281,1570,1
214587285,0,0
214587290,5759,1
214587292,160208,18
214587296,0,0
214587300,12462,1
214587305,149498,35
214587307,293576,69
214587309,32977,8
214587313,2092,2
214587317,402372,560
214587322,15705,4
214587328,18846,4
214587337,994,1
214587360,5759,2
214587362,124576,18
214587365,5759,4
214587367,0,0
214587369,6282,1
214587371,16752,5
214587377,41875,5
214587384,119320,77
214587388,36120,37
214587397,3140,2
214587399,76265,74
214587412,7328,2
214587427,8375,1
214587429,12462,1
214587431,121581,11
214587435,35590,10
214587437,83762,11
214587442,18846,3
214587444,41880,10
214587448,0,0
214587450,73297,17
214587457,20730,6
214587461,4711,1
214587463,15705,3
214587474,3664,1
214587476,18846,5
214587478,25128,4
214587482,17698,1
214587508,17277,3
214587519,21984,5
214587521,16650,2
214587523,47962,2
214587525,47115,9
214587527,37692,12
214587530,29312,9
214587540,1778,2
214587545,19476,2
214587547,145662,9
214587549,91734,3
214587553,33504,8
214587555,43968,13
214587557,54960,18
214587560,103638,38
214587562,3766,2
214587564,0,0
214587566,41884,4
214587570,41678,2
214587575,13509,1
214587581,0,0
214587583,93618,7
214587585,56235,4
214587590,62517,3
214587592,167867,8
214587598,167132,15
214587602,12462,1
214587605,41884,8
214587607,93618,7
214587609,263872,66
214587611,465915,355
214587613,209420,29
214587617,0,0
214587628,1465,1
214587641,51925,13
214587643,29312,8
214587650,1411423,62
214587658,16753,2
214587662,27018,2
214587667,62826,8
214587671,12982,4
214587677,124824,10
214587684,0,0
214587695,47120,5
214587697,34030,117
214587701,31413,6
214587703,131936,14
214587705,7328,1
214587712,36718,72
214587720,125454,2
214587725,37386,3
214587729,43878,1
214587735,41783,1
214587740,115181,12
214587742,104510,2
214587744,41783,1
214587748,22828,3
214587750,0,0
214587755,93933,3
214587763,94038,2
214587765,498573,13
214587789,209020,4
214587791,156765,3
214587797,169020,6
214587804,12555,7
214587806,13185,10
214587808,4184,2
214587810,9941,5
214587815,21878,11
214587817,12560,8
214587819,37788,19
214587821,35600,4
214587823,0,0
214587832,627,2
214587836,9942,5
214587840,418040,8
214587842,208915,5
214587845,104300,4
214587847,18745,1
214587853,154568,4
214587864,156765,3
214587872,208915,5
214587896,60633,1
214587898,7054425,135
214587900,0,0
214587909,77388,1
214587911,357724,4
214587913,120323,1
214587915,2961056,24
214587924,303478,2
214587932,0,0
214587935,2367819,9
214587937,240751,1
214587950,33824,3
214587952,333218,8
214587954,7853,1
214587956,229022,3
214588172,1569,5
214588768,112782,3
214588770,65869,1
214588772,81577,1
214588777,0,0
214588779,45868,2
214588783,72152,1
214588785,25028,1
214588787,51208,1
214588792,56235,3
214588802,23553,9
214588805,8376,2
214588811,91944,2
214588813,57491,1
214588815,0,0
214588822,0,0
214588824,6282,1
214588828,10471,1
214588830,16750,2
214588835,0,0
214588837,15705,3
214588931,10470,2
214588940,12564,3
214588944,6806,1
214588948,21985,4
214588950,0,0
214588952,9424,1
214588963,7329,1
214588965,14658,2
214588967,0,0
214588982,12564,3
214588985,31410,6
214588989,7852,1
214588991,7853,1
214588993,8900,1
214589006,0,0
214589025,0,0
214589066,0,0
214589077,10471,1
214589085,0,0
214589128,116868,4
214589203,91736,4
214589231,128280,5
214589240,72780,5
214589246,0,0
214589257,25656,1
214589270,146085,5
214589278,22934,1
214589546,0,0
214589548,9422,2
214589574,5234,2
214589580,0,0
214589585,0,0
214589600,0,0
214589604,0,0
214589606,27632,12
214589608,0,0
214589623,2408,1
214589627,37692,12
214589630,4502,1
214589632,5234,2
214589634,4188,1
214589675,6282,2
214589679,0,0
214589681,12564,2
214589683,5235,1
214589685,0,0
214589687,1778,1
214589690,0,0
214589696,8375,1
214589698,2408,1
214589702,0,0
214589705,8375,1
214589707,0,0
214589709,0,0
214589711,6909,3
214589732,9632,4
214589735,3976,2
214589737,13085,5
214589767,0,0
214589771,4184,2
214589780,0,0
214589827,0,0
214589840,0,0
214589844,0,0
214589855,0,0
214589859,5235,1
214589889,0,0
214589906,0,0
214589908,2092,1
214591202,7852,1
214591205,0,0
214591228,0,0
214591230,0,0
214591350,9947,1
214591352,10471,1
214591355,22828,2
214591374,130375,5
214591376,9947,1
214591382,20522,2
214591385,10261,1
214591387,0,0
214591400,11414,1
214591406,34242,3
214591408,11414,1
214591415,24924,2
214591419,24924,2
214591421,37386,5
214591427,24924,2
214591468,109641,3
214591470,109641,3
214591532,89850,2
214591569,145874,2
214591573,0,0
214591586,100112,4
214591588,114563,6
214591620,56444,1
214591627,34453,1
214591642,18745,1
214591652,154568,4
214591655,0,0
214591657,0,0
214591665,25028,1
214591672,64716,2
214591725,0,0
214594012,0,0
214594016,0,0
214594018,0,0
214594524,31206,2
214594528,67545,5
214594530,0,0
214594532,11414,1
214594537,33301,3
214594541,0,0
214594545,23981,3
214594547,0,0
214594550,0,0
214594552,0,0
214594556,41783,1
214594567,0,0
214594571,0,0
214594573,7328,3
214594575,0,0
214594577,7328,2
214594580,0,0
214594582,0,0
214594584,0,0
214594586,0,0
214594588,7328,1
214594590,27018,2
214594592,9422,3
214594595,14133,3
214594599,26175,7
214594601,5235,2
214594603,10470,2
214594605,20732,2
214594607,13509,1
214594610,35396,2
214594614,37692,9
214594616,31410,6
214594618,25128,6
214594620,12564,2
214594625,15705,5
214594627,0,0
214594629,0,0
214594631,10470,2
214594633,37692,10
214594635,21984,3
214594637,36640,6
214594640,36640,6
214594642,43968,8
214594644,52355,5
214594646,0,0
214594648,53094,3
214594650,0,0
214594652,0,0
214594655,8166,1
214594657,52150,2
214594659,10471,1
214594661,74772,12
214594663,131004,9
214594665,29112,2
214594667,0,0
214594670,0,0
214594672,45867,2
214594676,37490,3
214594678,2168472,291
214594680,2391018,218
214594708,131922,21
214594732,7590,78
214594734,3954,22
214594736,1410,13
214594738,3760,14
214594740,4184,21
214594742,3762,6
214594745,2092,20
214594747,3762,87
214594749,3762,17
214594751,1254,8
214594753,2508,8
214594755,941,1
214594757,941,1
214594760,7528,16
214594762,3764,6
214594764,11286,32
214594766,12866,131
214595017,2926,25
214595019,1672,22
214595021,7050,26
214595023,1881,3
214595025,730,4
214595027,2090,23
214595030,2555,25
214595032,0,0
214595034,10217,70
214595038,10931,313
214595040,1254,11
214595042,2926,17
214595045,2216,6
214595047,4180,52
214595049,24453,329
214595051,2090,39
214595053,3661,10
214595055,1149,8
214595057,3769,12
214595062,836,4
214595064,1045,18
214595066,4829,54
214595068,1254,2
214595070,2092,7
214595072,4184,17
214595075,0,0
214595077,2092,9
214595079,5856,10
214595081,7320,24
214595137,108996,20
214595139,480676,255
214595150,40384,39
214595855,1480630,58
214595857,0,0
214595859,4502,2
214595876,0,0
214595880,10470,2
214595885,8900,1
214595889,0,0
214595906,21886,2
214595912,62517,3
214595945,16650,1
214595947,14556,1
214595949,21886,1
214595953,41678,2
214595955,0,0
214595983,0,0
214595990,9947,1
214595996,0,0
214595998,0,0
214596024,15603,1
214596035,60528,2
214596039,0,0
214596062,9423,3
214596067,0,0
214596073,18848,2
214596075,21984,3
214596077,10471,1
214596080,41884,4
214596084,68484,7
214596086,28272,3
214596088,0,0
214596095,0,0
214596099,11414,1
214596101,33500,4
214596103,25125,3
214596107,37692,6
214596110,10471,1
214596114,87234,7
214596116,24924,2
214596118,26700,3
214596133,71943,3
214596135,104300,4
214596137,66812,2
214596148,0,0
214596152,229860,8
214596165,30264,1
214596167,0,0
214596170,13509,1
214596172,28064,2
214596176,68802,3
214596178,88490,5
214596185,12462,1
214596187,0,0
214596189,0,0
214596197,77284,2
214596202,10367,1
214596208,12462,1
214596212,41783,1
214596227,0,0
214596255,87860,1
214596279,16650,1
214596290,0,0
214596292,0,0
214596298,0,0
214596302,0,0
214596311,0,0
214596315,40527,3
214596317,46809,3
214596320,33300,2
214596324,0,0
214596326,65968,7
214596352,0,0
214596360,0,0
214596362,0,0
214596369,34453,1
214596371,0,0
214596373,0,0
214596375,75188,2
214596384,0,0
214596386,267248,8
214596388,267248,8
214596390,121581,12
214596392,10996,1
214596395,23981,1
214596401,12462,1
214596412,0,0
214596414,0,0
214596435,1582214,41
214596446,1521888,34
214596448,0,0
214596450,0,0
214596455,58224,4
214596463,0,0
214596467,0,0
214596470,0,0
214596472,0,0
214596491,20942,2
214596493,0,0
214596502,166712,8
214596506,15704,2
214596527,79168,4
214596534,71943,3
214596540,31311,1
214596542,124408,2
214596547,0,0
214596585,0,0
214596602,443799,12
214596647,77476,13
214599928,9424,1
214599986,21468,1
214600022,65658,3
214600037,45030,2
214600055,157605,7
214600102,37490,3
214600117,19373,1
214600132,94248,4
214600134,47124,2
214600140,21468,1
214600149,0,0
214600194,13823,1
214600202,265470,15
214600205,74140,4
214600335,0,0
214600382,52255,1
214600387,0,0
214600400,0,0
214600417,0,0
214600436,4185,3
214600464,43944,32
214600468,90861,33
214600470,24486,18
214600472,9414,15
214600475,18728,28
214600479,11506,20
214600481,3140,3
214600483,15066,9
214600485,27621,42
214600492,49301,69
214600502,2242450,86
214600509,0,0
214600513,12985,1
214600515,0,0
214600517,0,0
214600524,0,0
214600532,0,0
214600535,23558,3
214600537,14556,2
214600539,30159,2
214600543,10471,1
214600547,25028,1
214600550,0,0
214600556,52355,5
214600560,3664,1
214600562,4188,1
214600565,15912,5
214600567,15705,3
214600569,5759,1
214600571,6805,1
214600575,0,0
214600580,6805,1
214600582,7852,1
214600584,0,0
214600588,11724,8
214600590,2931,1
214600592,7852,1
214600599,0,0
214600607,17288,498
214600610,9015,46
214600612,3344,19
214600614,1046,2
214600616,418,6
214600620,198445,6
214600625,284000,8
214600637,10834,394
214600642,28272,6
214600652,18848,4
214600657,169752,9
214600659,20839,1
214600663,41884,8
214600665,16750,2
214600667,28170,1
214600672,18745,1
214600674,37490,2
214600678,14656,2
214600685,13610,2
214600734,37696,4
214600738,0,0
214600779,74980,7
214600796,14133,6
214600824,4598,27
214600830,6276,25
214600832,2300,32
214600837,7106,30
214600841,4490,35
214600845,8360,84
214600847,5589,33
214600850,3592,18
214600918,0,0
214600922,251118,2
214600927,0,0
214600929,586222,2
214600940,0,0
214600989,1074222,262
214600995,14442,10
214600997,17780,10
214601010,72243,22
214601012,506972,174
214601015,10994,2
214601017,57269,23
214601019,52352,19
214601021,15496,3
214601023,15180,9
214601025,0,0
214601027,62820,42
214601030,18846,7
214601034,7851,3
214601036,27324,10
214601038,0,0
214601040,3339081,1038
214601042,1290419,735
214601049,0,0
214601051,112470,6
214601060,7424,9
214601064,9520,7
214601143,0,0
214601152,26075,1
214601154,0,0
214601160,0,0
214601162,0,0
214601165,0,0
214601167,15603,1
214601186,23030,10
214601197,9483951,458
214601201,12555,17
214601203,196350,12
214601207,301067,16
214601210,420554,21
214601212,201060,11
214601214,73512,5
214601216,445158,31
214601218,6276,6
214601227,1569,3
214601229,4080,6
214601231,9467,11
214601233,86486,142
214601237,13600,12
214601240,208390,10
214601244,100624,10
214601246,81156,5
214601248,22934,1
214601250,534803,13
214601252,91312,14
214601257,51836,1
214601259,0,0
214601261,13295,6
214601263,46864,32
214601265,28737,11
214601267,3350,1
214601272,48974,34
214601319,0,0
214601407,3362324,92
214601422,56548,4
214601424,0,0
214601428,28274,2
214601441,45868,2
214601450,0,0
214601452,14656,2
214601456,0,0
214601458,30783,3
214601462,766872,27
214601482,26688,18
214601484,18424,18
214601535,29728,13
214601540,3348,5
214601542,1480041,117
214601555,30160,2
214601557,197607,3
214601559,50056,2
214601563,68906,2
214601565,30264,1
214601567,29824,17
214601570,10471,1
214601572,41783,1
214601662,47857,3
214601664,0,0
214601668,81660,12
214601670,405364,24
214601672,104300,4
214601690,56544,10
214601702,6282,2
214601707,13509,2
214601720,17698,1
214601741,20940,4
214601743,5549,1
214601745,20839,1
214601752,58224,5
214601765,39260,6
214601773,123360,8
214601780,14556,1
214601803,0,0
214601805,604331,29
214601814,56444,1
214602225,45543,6
214602227,18745,1
214602230,0,0
214602238,33300,2
214602240,1743994,49
214602249,156870,2
214602253,55397,1
214602255,425685,5
214602260,0,0
214602264,129644,2
214602266,282429,3
214602268,0,0
214602270,167447,1
214602272,110898,1
214602279,62517,3
214602290,34551,13
214602292,7328,2
214602294,7328,2
214602296,53608,9
214602298,5759,1
214602300,7224,3
214602302,9632,4
214602309,22510,5
214602322,31514,7
214602330,0,0
214602339,6280,4
214602352,2092,1
214602354,8369,4
214602356,29841,3
214602358,10468,4
214602377,5457,268
214602380,2466,135
214602384,2092,1
214602386,4711,1
214602388,4185,2
214602390,5444,2
214602395,19886,13
214602401,11936,2
214602403,6910,2
214602425,36738,29
214602437,48499,23
214602440,21250,23
214602444,0,0
214602470,50081,62
214602472,18830,11
214602478,15702,6
214602480,32364,19
214602485,27199,18
214602489,15974,10
214602491,28516,14
214602493,36715,28
214602495,54768,32
214602497,43354,1
214602502,407043,13
214602506,0,0
214602510,41783,1
214602512,0,0
214602515,144198,3
214602517,50161,1
214602519,100322,2
214602521,125454,2
214602525,92550,13
214602527,32358,1
214602532,40736,1
214602534,22828,2
214602536,28169,2
214602538,231434,10
214602545,115926,3
214602557,50056,2
214602562,104195,5
214602564,53094,3
214602566,12146,2
214602568,88592,4
214602570,0,0
214602572,0,0
214602577,0,0
214602581,43974,7
214602583,0,0
214602598,0,0
214602600,20366,72
214602605,1457250,186
214602611,0,0
214602615,28685,4
214602662,6487,3
214602665,0,0
214602695,29312,4
214602699,56548,4
214602703,18428,5
214602705,30365,5
214602707,8375,1
214602710,3874,1
214602716,11518,2
214602718,15748,13
214602720,16007,9
214602727,26170,10
214602729,44489,48
214602731,8369,4
214602733,12496,24
214602735,33474,17
214602740,3140,2
214602746,6909,3
214602748,2408,1
214602750,4185,2
214602752,37670,18
214602755,26170,11
214602761,6280,6
214602763,17277,3
214602767,25128,6
214602770,6276,6
214602774,26682,16
214602776,9943,5
214602778,25849,10
214602780,36953,16
214602782,45234,9
214602785,0,0
214602793,10468,6
214602802,3138,3
214602804,27197,13
214602806,60191,51
214602815,11414,1
214602817,41880,10
214602821,23036,4
214602823,0,0
214602827,37167,5
214602830,0,0
214602832,74980,8
214602834,54036,4
214602838,18844,4
214602840,21984,3
214602881,47632,13
214603132,3141,1
214603138,46037,26
214603140,23017,11
214603145,93933,3
214606387,89640,6
214606389,40736,1
214606391,55397,1
214606393,73815,9
214606395,81264,5
214606400,34453,1
214606408,115506,8
214606410,70895,3
214606412,109327,7
214606417,20316,1
214606494,73199,1
214606498,0,0
214606747,15069,10
214606749,0,0
214606751,4184,2
214606762,43968,6
214606777,2930,2
214606779,0,0
214606781,2617,1
214606783,2617,1
214606785,3140,3
214606787,25128,8
214606790,18830,10
214606792,20920,11
214606805,6280,4
214606809,15076,4
214606813,0,0
214606948,7219,4
214606950,1570,1
214606952,8371,4
214606963,13600,10
214606967,2093,1
214606970,1570,1
214606972,4710,3
214606978,2092,1
214606980,13085,5
214607077,1464,3
214607098,49848,4
214607100,10471,4
214607102,31206,5
214607107,58434,2
214607115,62517,7
214607117,99484,2
214607120,182002,2
214607124,59167,1
214607126,117076,2
214607128,0,0
214607130,20942,4
214607135,17698,1
214607139,112680,5
214607141,120405,23
214607143,57070,5
214607147,31206,3
214607150,0,0
214607154,46809,6
214607156,47962,2
214607167,261275,5
214607169,31311,1
214607175,62412,4
214607180,0,0
214607182,29217,1
214607186,10470,2
214607205,37386,3
214607212,3141,1
214607246,30783,3
