item_id,clicks
214557410,374
214557414,25
214557416,162
214557422,158
214557425,571
214557427,264
214557431,79
214557433,230
214557437,689
214557440,11
214557446,15
214557450,80
214557452,371
214557457,38
214557459,3
214557461,55
214557465,23
214557474,42
214557487,5
214557491,1
214557497,339
214557510,1808
214557519,277
214557525,511
214557530,243
214557532,13
214557534,77
214557536,96
214557540,268
214557542,31
214557551,845
214557562,11
214557568,12
214557570,907
214557572,459
214557575,246
214557577,216
214557579,114
214557581,440
214557583,118
214557585,35
214557587,137
214557590,587
214557607,2539
214557609,8
214557647,1021
214557695,27
214557701,2396
214557718,233
214557731,11
214557740,151
214557742,42
214557744,40
214557746,8
214557755,457
214557763,248
214557772,46
214557774,2664
214557785,35
214557789,166
214557793,94
214557797,43
214557802,39
214557804,17
214557812,6
214557817,2417
214557825,34
214557827,141
214557830,21
214557836,143
214557838,830
214557847,337
214557851,38
214557866,6
214557872,3
214557877,6
214557881,94
214557905,52
214557913,261
214557922,34
214557924,495
214557926,327
214557930,55
214557932,122
214557935,255
214557937,11
214557943,81
214557950,118
214557954,3
214557973,583
214557977,775
214557992,64
214558003,164
214558007,161
214558014,855
214558016,20
214558018,88
214558037,34
214558044,850
214558050,162
214558052,81
214558055,44
214558061,84
214558080,1521
214558085,201
214558095,277
214558097,36
214558100,24
214558108,65
214558115,37
214558117,343
214558119,19
214558121,43
214558127,191
214558140,24
214558142,183
214558157,4
214558160,190
214558162,182
214558181,71
214558183,61
214558192,15664
214558198,243
214558211,921
214558215,87
214558222,6
214558239,125
214558243,39
214558254,1042
214558258,3199
214558260,257
214558262,83
214558267,55
214558269,589
214558280,75
214558284,268
214558286,129
214558292,171
214558307,275
214558314,2801
214558316,74
214558327,116
214558331,6424
214558335,217
214558346,53
214558359,174
214558361,103
214558363,219
214558382,15
214558389,737
214558391,126
214558397,596
214558400,103
214558419,34
214558436,4
214558442,26
214558460,555
214558464,1
214558485,140
214558490,9
214558500,7
214558528,51
214558539,59
214558543,176
214558547,144
214558550,360
214558556,110
214558562,8
214558597,98
214558610,258
214558612,15
214558652,86
214558659,81
214558665,84
214558676,60
214558680,219
214558691,85
214558702,174
214558704,678
214558710,36
214558712,125
214558721,444
214558764,13
214558772,413
214558777,418
214558779,34
214558781,162
214558783,576
214558785,36
214558787,52
214558796,40
214558805,460
214558807,2604
214558809,5
214558815,13
214558824,205
214558837,44
214558858,119
214558860,84
214558865,323
214558867,371
214558869,640
214558871,40
214558877,5
214558931,216
214558933,9
214558955,786
214558959,87
214558965,138
214558967,15
214558993,16
214558997,1827
214559000,189
214559004,64
214559008,29
214559019,75
214559034,10
214559055,53
214559077,36
214559079,80
214559083,9
214559092,33
214559094,63
214559113,116
214559115,343
214559117,129
214559158,64
214559175,175
214559184,1322
214559188,1
214559203,31
214559210,40
214559220,1142
214559222,11
214559225,66
214559229,293
214559231,135
214559235,389
214559248,403
214559252,129
214559259,1031
214559261,89
214559315,49
214559317,1216
214559327,55
214559332,39
214559342,12
214559349,60
214559452,444
214559458,603
214559471,332
214559473,171
214559477,27
214559490,187
214559501,174
214559507,498
214559527,408
214559533,422
214559542,132
214559559,352
214559563,688
214559572,33
214559576,27
214559582,144
214559589,191
214559597,92
214559602,88
214559617,290
214559625,92
214559632,467
214559645,53
214559647,873
214559655,42
214559660,4323
214559672,967
214559692,102
214559722,115
214559726,2546
214559730,566
214559756,27
214559767,19
214559788,6
214559792,351
214559797,48
214559799,167
214559803,433
214559810,52
214559814,211
214559827,26
214559837,27
214559848,567
214559852,296
214559855,144
214559859,394
214559870,357
214559876,490
214559885,9
214559887,9
214559889,9
214559891,423
214559900,92
214559915,709
214559919,26
214559940,6871
214559960,5184
214559966,6
214559972,3
214560011,284
214560022,26
214560035,12
214560062,152
214560065,537
214560067,371
214560069,1721
214560071,599
214560077,48
214560088,14
214560090,75
214560092,156
214560099,36
214560116,7
214560120,89
214560122,264
214560140,356
214560170,440
214560187,5857
214560240,632
214560260,653
214560279,637
214560320,13
214560322,16
214560328,156
214560330,89
214560354,2530
214560362,98
214560367,86
214560371,7
214560380,166
214560388,30
214560405,178
214560420,1876
214560422,172
214560427,1191
214560435,82
214560440,73
214560474,363
214560482,330
214560487,94
214560523,1743
214560527,20
214560534,1054
214560538,892
214560540,23
214560549,41
214560551,49
214560553,82
214560585,2883
214560587,3543
214560607,109
214560613,1560
214560615,3067
214560617,155
214560622,2183
214561402,10068
214561434,4162
214561438,450
214561442,24
214561445,324
214561447,51
214561449,85
214561453,1966
214561457,9257
214561462,2347
214561466,510
214561468,2041
214561472,2065
214561475,6872
214561477,3128
214561479,828
214561481,2679
214561485,3242
214561494,2978
214561496,6467
214561498,34
214561500,3603
214561502,593
214561505,53
214561507,160
214561511,61
214561517,78
214561520,583
214561535,81
214561541,40
214561554,330
214561556,177
214561558,4680
214561571,13
214561575,47
214561597,11
214561603,3365
214561605,27
214561607,75
214561618,13
214561625,47
214561633,76
214561644,172
214561674,1557
214561676,129
214561678,82
214561680,112
214561682,120
214561685,153
214561687,392
214561689,3
214561693,100
214561695,346
214561702,37
214561706,24
214561708,61
214561712,2
214561715,282
214561717,432
214561719,376
214561738,26
214561764,181
214561772,40
214561775,16905
214561779,38
214561790,47
214561888,370
214561895,183
214561901,6
214561907,41
214561916,35
214561925,24
214561937,2094
214561940,48
214561950,42
214561952,22
214561957,21
214561965,20
214561970,73
214561991,4448
214561993,104
214561995,274
214561997,1290
214562000,408
214562006,44
214562021,629
214563133,1543
214563135,68
214563142,58
214563144,576
214563182,10214
214563187,21
214563191,779
214563197,479
214563206,39
214563208,205
214563210,23
214563212,2110
214563219,15
214563236,722
214563238,1874
214563240,191
214563242,145
214563253,624
214563262,4326
214563264,1015
214563272,26
214563277,189
214563285,5874
214563287,10
214563335,972
214563337,3694
214563382,10
214564172,1062
214564179,33
214564183,36
214564187,62
214564190,11
214564247,971
214564250,20
214564254,1
214564284,25
214564286,17
214564295,462
214564305,653
214564314,39
214564318,29
214564320,4549
214564367,530
214564374,15
214564376,18
214564380,7933
214564408,914
214564412,897
214564415,29
214564421,36
214564427,4
214564430,154
214564475,347
214564483,13
214564500,320
214564502,74
214564507,92
214564509,109
214564515,8
214564517,480
214564535,58
214564543,119
214564567,143
214564592,122
214564601,70
214564610,63
214564644,11
214564650,726
214564652,194
214564655,486
214564659,248
214564663,347
214564665,213
214564676,11
214564687,1562
214564693,313
214564697,14
214564706,1336
214564708,578
214564710,870
214564712,41
214564723,5
214564740,46
214564747,472
214564749,77
214564757,257
214564796,59
214564800,129
214564805,266
214564807,947
214564811,56
214564813,93
214564815,81
214564817,17
214564820,335
214564822,100
214564826,367
214565173,175
214565177,187
214565214,99
214565225,107
214565233,3
214565240,103
214565246,234
214565364,43
214565435,137
214565473,870
214565475,369
214565477,51
214565501,713
214565505,101
214565510,535
214565512,2997
214565514,405
214565522,1853
214565527,675
214565535,2657
214565542,320
214565546,501
214565548,18
214565557,2251
214565578,463
214565591,118
214565593,491
214565597,4
214565602,222
214565615,88
214565621,1140
214565623,1309
214565634,369
214565664,43
214565666,270
214565668,54
214565677,265
214565720,799
214565722,125
214565726,2187
214565730,33
214566999,3
214567005,1153
214567010,418
214567014,603
214567016,289
214567018,227
214567031,309
214567035,102
214567040,294
214567044,730
214567048,416
214567050,1366
214567052,1069
214567057,1187
214567065,1166
214567072,4569
214567074,1752
214567076,778
214567078,1957
214567080,1505
214567082,205
214567085,3130
214567087,261
214567089,1549
214567093,23
214567095,1711
214567097,278
214567100,5277
214567102,142
214567104,14
214567106,343
214567108,465
214567112,50
214567115,676
214567117,800
214567121,49
214567125,10
214567127,16
214567194,6
214567198,354
214567209,4
214567213,148
214567327,23753
214567329,20479
214567331,3594
214567333,17099
214567335,1393
214567348,220
214567372,21
214567376,1241
214567380,68
214567387,47
214567397,10
214567404,8088
214567406,389
214567408,4631
214567410,7587
214567415,321
214567417,3481
214567419,4938
214567421,591
214567607,31
214567614,99
214567637,28
214567796,45
214567856,40
214567875,453
214567877,59
214568090,1148
214568092,55
214568094,658
214568098,1645
214568102,2020
214568107,1125
214568109,1713
214568111,534
214568115,54
214568117,615
214568120,808
214568122,422
214568124,1251
214568400,881
214568402,409
214568407,2
214569155,1481
214569202,1091
214569204,892
214569208,26
214569210,699
214569215,733
214569217,21
214569219,1050
214569223,9
214569230,627
214569234,509
214569238,636
214569242,33
214569245,120
214569260,165
214569287,155
214569302,75
214569463,28
214569465,110
214569474,1063
214569515,7
214569530,16
214569534,1168
214569707,2235
214569710,228
214569714,1661
214569716,2902
214569722,805
214569725,33
214569727,2660
214569729,2838
214569731,158
214569733,20
214569737,20
214569913,546
214569915,689
214570288,13
214570305,1
214570515,25
214570517,2704
214570522,19
214570537,431
214570545,355
214570552,41
214570854,30
214570871,616
214570873,208
214570877,154
214570880,22
214570895,772
214570963,2296
214570965,66
214570967,111
214570972,367
214570991,211
214570993,10
214571002,67
214571006,7193
214571010,6870
214571012,19
214571015,435
214571019,333
214571023,39
214571027,95
214571036,32
214571038,345
214571055,1
214571072,36
214571143,385
214571188,8143
214571207,74
214571214,95
214571250,27
214571252,31
214571261,470
214571276,633
214571280,101
214571334,246
214571340,27
214571345,31
214571360,5
214571370,1327
214571396,20
214571409,90
214571413,782
214571420,54
214571432,9
214571437,27
214571647,43
214571649,69
214571651,2
214571664,30
214571668,23
214571672,148
214571844,299
214571852,3
214571889,25
214571895,1027
214571897,651
214571900,877
214571904,6907
214571915,7
214571921,24
214571932,688
214571934,862
214572077,2
214572084,47
214572112,20
214572182,7018
214572191,13
214572210,96
214572219,50
214572230,2158
214572234,2659
214572240,118
214572242,126
214572245,407
214572249,72
214572260,15
214572264,7999
214572279,3
214572305,153
214572320,229
214572326,145
214572350,207
214572377,1384
214572392,616
214572401,1
214572407,8
214572410,14
214572416,281
214572446,46
214572448,1473
214572452,1292
214572463,378
214572480,132
214572538,317
214572540,573
214572598,12
214572605,7
214572611,17
214572615,69
214572635,52
214572645,19
214572650,1055
214572656,2
214572658,290
214572660,74
214572669,97
214572677,210
214572680,179
214572682,393
214572686,73
214572688,127
214572697,98
214572705,589
214572712,365
214572714,371
214572716,11
214572718,353
214572720,317
214572722,660
214572729,129
214572731,165
214572735,147
214572744,277
214572746,42
214572750,82
214572787,155
214572800,307
214572804,133
214572812,3
214572834,73
214572838,1228
214572840,89
214572845,1
214572847,89
214572851,104
214572853,57
214572855,36
214572868,65
214572875,37
214572887,70
214572907,13
214572909,19
214572911,44
214572920,4
214572926,7
214572945,130
214572962,76
214572965,43
214572969,79
214572973,81
214572975,54
214572986,13
214573001,1130
214573014,13
214573016,252
214573046,44
214573048,151
214573055,16
214573059,1101
214573093,16
214573102,5
214573108,58
214573123,1911
214573136,16
214573142,214
214573145,99
214573149,304
214573168,1560
214573170,970
214573175,59
214573179,39
214573181,25
214573205,140
214573207,7
214573215,6
214573226,26
214573230,1560
214573232,23
214573235,44
214573241,444
214573243,27
214573258,520
214573260,18
214573262,18
214573265,13
214573267,161
214573269,1125
214573277,2177
214573284,16
214573288,2493
214573290,912
214573292,24
214573299,452
214573305,5691
214573310,4642
214573312,785
214573346,129
214573350,8238
214573352,631
214573355,85
214573357,2331
214573359,3241
214573361,134
214573363,66
214573376,944
214573389,18
214573440,12
214573447,4
214573457,479
214573475,10
214573494,1439
214573500,21
214573502,121
214573522,300
214573552,255
214573560,1396
214573582,315
214573584,11
214573588,135
214573590,1480
214573592,3
214573595,33
214573599,17
214573607,2299
214573612,12526
214573614,38
214573616,776
214573629,626
214573820,4452
214573824,391
214573832,102
214573858,138
214573860,17
214573865,807
214573871,48
214573875,2
214573882,120
214573884,328
214574081,7
214574085,322
214574117,433
214574122,482
214574124,2119
214574128,404
214574130,849
214574135,866
214574137,1539
214574139,653
214574145,1996
214574147,2042
214574150,3570
214574175,29
214574199,124
214574233,108
214574242,165
214574244,608
214574246,806
214574248,314
214574250,361
214574544,655
214574546,12
214574578,250
214574591,119
214574593,294
214574600,106
214574602,81
214574604,91
214574606,284
214574608,117
214574615,110
214574617,305
214574627,179
214574655,161
214574657,194
214574664,209
214574666,62
214574668,86
214574670,9832
214574672,16241
214574687,41
214574692,104
214574694,43
214574705,28
214574726,218
214574728,28
214574730,126
214574741,47
214574745,49
214574750,34
214574754,441
214574756,37
214574760,79
214574771,124
214574775,148
214574777,24168
214574780,116
214574782,8
214574786,65
214574790,19
214574792,845
214574799,444
214574822,150
214574825,396
214574829,20
214574835,35
214574844,121
214574846,27
214574855,26
214574857,17
214574887,89
214574900,358
214574902,11
214574906,560
214574912,1299
214574917,1048
214574925,169
214574927,18
214575035,45
214575043,10
214575045,83
214575050,15
214575052,252
214575054,185
214575062,33
214575065,685
214575084,1030
214575088,583
214575090,106
214575099,25
214575103,2882
214575105,42
214575112,431
214575114,16
214575118,14
214575125,942
214575140,6
214575146,284
214575150,4
214575157,4
214575159,109
214575165,1151
214575167,49
214575172,240
214575178,21
214575185,52
214575187,32
214575208,84
214575210,422
214575212,54
214575225,688
214575240,939
214575257,432
214575260,101
214575266,3321
214575268,368
214575270,460
214575275,14
214575277,66
214575279,1079
214575287,10
214575294,135
214575296,307
214575298,2706
214575307,331
214575309,859
214575311,2024
214575315,52
214575324,48
214575326,23
214575335,53
214575347,1230
214575350,15
214575369,2350
214575407,226
214575410,11
214575420,457
214575425,152
214575431,594
214575437,126
214575465,298
214575470,509
214575491,3993
214575497,31
214575502,49
214575504,188
214575508,31
214575510,19
214575519,30
214575530,852
214575577,11
214575615,29
214575641,692
214575645,1325
214575647,128
214575650,134
214575652,114
214575656,67
214575660,33
214575665,1488
214575667,1249
214575671,40
214575673,414
214575722,1116
214575729,375
214575746,360
214575759,475
214575761,1298
214576181,142
214576183,45
214576194,114
214576196,335
214576198,398
214576202,6
214576224,120
214576226,172
214576230,441
214576235,323
214576260,94
214576265,116
214576269,31
214576271,543
214576273,524
214576280,296
214576325,542
214576327,360
214576359,74
214576363,9
214576365,75
214576370,153
214576372,37
214576374,7
214576385,423
214576387,538
214576389,566
214576397,15
214576415,464
214576417,207
214576423,332
214576432,1994
214576436,33
214576438,32
214576440,38
214576477,27
214576479,55
214576485,7
214576487,343
214576496,19
214576500,1694
214576520,1152
214576537,23
214576545,1589
214576558,43
214576560,15
214576573,55
214576582,30
214576590,232
214576622,25
214576631,82
214576665,15
214576672,72
214576674,7
214576682,5
214576691,4
214576693,256
214576695,48
214576697,102
214576700,28
214576721,3
214576723,7
214576730,33
214576749,256
214576755,580
214576777,4452
214576783,358
214576787,1008
214576832,23
214576839,494
214576845,42
214576860,300
214576869,20
214576873,7
214576890,4540
214576892,1891
214576895,60
214576899,445
214576914,31
214576922,31
214576925,759
214576935,51
214576944,227
214576946,55
214576948,43
214576950,1634
214576952,120
214576982,927
214577010,54
214577012,25
214577021,68
214577025,2122
214577053,70
214577057,13889
214577062,74
214577064,83
214577270,37
214577274,20
214577293,1204
214577302,1873
214577334,4202
214577340,2800
214577345,185
214577355,511
214577381,102
214577383,5
214577387,2182
214577394,4
214577398,59
214577402,43
214577405,71
214577407,126
214577417,363
214577422,289
214577437,503
214577443,525
214577445,71
214577450,4253
214577467,16
214577471,64
214577475,90
214577477,94
214577480,92
214577488,181
214577490,966
214577492,728
214577495,2873
214577497,219
214577499,39
214577512,2466
214577518,9089
214577522,168
214577542,19
214577548,209
214577550,18
214577552,71
214577561,142
214577567,1832
214577572,619
214577578,163
214577582,90
214577585,283
214577587,131
214577589,676
214577591,496
214577593,335
214577595,120
214577597,128
214577600,233
214577604,575
214577608,399
214577612,1636
214577709,2093
214577711,982
214577715,302
214577717,872
214577720,647
214577732,3560
214577743,11
214577750,7924
214577752,83
214577790,23
214577799,314
214577814,98
214577820,385
214577822,117
214577927,142
214577964,89
214577979,127
214577981,290
214577983,953
214578002,22
214578007,508
214578011,12161
214578075,39
214578135,254
214578144,215
214578148,715
214578157,89
214578159,754
214578176,160
214578178,1144
214578187,6
214578230,827
214578234,205
214578236,361
214578238,151
214578242,181
214578245,139
214578247,618
214578249,137
214578251,99
214578266,3
214578268,718
214578281,380
214578283,325
214578285,339
214578287,230
214578290,170
214578292,150
214578294,328
214578296,69
214578298,488
214578317,310
214578335,336
214578350,6589
214578352,23
214578356,117
214578362,144
214578570,218
214578577,706
214578645,6969
214578647,22
214578650,241
214578810,427
214578815,108
214578823,945
214578825,469
214578834,16
214578836,2232
214578840,166
214578842,5
214578847,592
214578853,11
214578866,37
214579211,5
214579215,308
214579220,8463
214579226,5238
214579228,68
214579232,20
214579237,61
214579258,33
214579260,368
214579265,122
214579277,26
214579280,36
214579288,7997
214579292,50
214579299,3637
214579372,925
214579374,65
214579376,26
214579378,24
214579400,215
214579402,200
214579404,15
214579408,6
214579410,564
214579412,30
214579421,54
214579462,543
214579464,1875
214579466,1149
214579472,163
214579539,15
214579545,1405
214579547,164
214579704,3719
214579706,32
214579730,1861
214579749,570
214579755,1709
214579762,668
214579764,27
214579770,4
214579775,1411
214579781,2
214579790,480
214579805,71
214579813,54
214579828,4
214579837,6715
214579839,6167
214579841,454
214579865,58
214579875,6717
214580090,27
214580094,1655
214580098,7
214580102,23
214580117,162
214580122,26
214580128,361
214580139,539
214580143,2
214580150,44
214580154,636
214580162,213
214580171,1614
214580173,268
214580177,489
214580186,73
214580188,870
214580190,2344
214580205,180
214580229,21
214580237,106
214580240,592
214580244,26
214580250,98
214580278,32
214580287,7787
214580291,13036
214580293,20004
214580297,421
214580300,270
214580302,2578
214580304,7762
214580351,4460
214580355,549
214580357,1127
214580360,1714
214580364,17
214580368,128
214580372,477
214580377,1859
214580387,2182
214580413,778
214580424,15884
214580428,88
214580432,11
214580450,23
214580462,996
214580465,222
214580467,1501
214580469,418
214580717,13
214580773,9
214580775,7
214580780,43
214580788,14
214580790,1508
214580792,11
214580795,9
214580801,1490
214580803,8
214580810,38
214580814,692
214580818,23
214580846,46
214580850,322
214580867,1141
214580870,312
214580872,257
214580880,12
214580882,34
214580885,2333
214581352,4
214581360,17
214581375,23
214581377,47
214581384,238
214581386,14
214581399,10
214581401,77
214581403,100
214581407,2
214581414,61
214581425,41
214581427,6432
214581444,1589
214581446,305
214581482,446
214581485,401
214581489,9992
214581491,263
214581500,7
214581502,50
214581504,1919
214581506,12
214581510,22
214581512,98
214581525,474
214581527,35
214581530,120
214581536,2223
214581542,65
214581551,496
214581562,88
214581564,17
214581566,902
214581572,2276
214581575,590
214581581,437
214581585,57
214581587,352
214581592,328
214581594,502
214581596,396
214581598,282
214581602,12
214581607,776
214581609,8
214581611,7023
214581613,433
214581643,5
214581650,14
214581652,11
214581654,540
214581656,38
214581669,585
214581680,724
214581682,147
214581684,2758
214581686,50
214581690,1863
214581697,1120
214581699,316
214581757,99
214581761,10681
214581763,82
214581789,603
214581793,700
214581795,433
214581800,237
214581802,194
214581804,120
214581812,22
214581815,1910
214581817,856
214581819,126
214581821,256
214581825,209
214581827,685
214581830,402
214581832,411
214581834,301
214581836,505
214581838,215
214581849,556
214581857,7
214581870,271
214581875,13
214581877,171
214581879,729
214581883,331
214581887,164
214581890,58
214581892,146
214581896,540
214581898,451
214581905,302
214581909,582
214581913,335
214581915,683
214581917,989
214581924,56
214581932,39
214581939,34
214581941,754
214581952,969
214581954,2216
214581965,8
214581967,371
214582100,933
214582102,13
214582104,3096
214582170,4128
214582172,1975
214582175,1884
214582179,1063
214582181,1194
214582185,423
214582200,6942
214582282,52
214582310,15
214582327,10
214582331,7
214582346,1903
214582348,3303
214582350,1680
214582357,28
214582359,425
214582363,19
214582370,875
214582372,412
214582374,1706
214582376,119
214582378,1579
214582380,1884
214582382,2202
214582385,721
214582387,17434
214582391,1654
214582400,915
214582402,743
214582404,926
214582408,1077
214582410,699
214582412,476
214582415,824
214582417,383
214582425,506
214582436,219
214582470,784
214582485,2124
214582487,549
214582490,122
214582492,5142
214582494,158
214582496,206
214582498,1014
214582500,800
214582502,2297
214582505,382
214582507,1410
214582509,730
214582511,2492
214582513,1351
214582515,588
214582524,49
214582532,1024
214582539,180
214582541,2549
214582543,903
214582547,415
214582550,974
214582552,1662
214582554,467
214582567,642
214582770,758
214582796,58
214582800,20
214582802,452
214582805,247
214582811,156
214582813,373
214582817,650
214582830,134
214582832,49
214582835,5
214582935,1370
214582940,2337
214582942,11435
214582944,296
214582946,6
214582948,821
214582950,4335
214582952,3333
214582955,47
214582961,8
214582963,630
214583098,587
214583152,388
214583156,496
214583158,373
214583190,5466
214583285,244
214583287,4440
214583518,60
214583522,6
214583525,318
214583531,1144
214583533,997
214583546,5
214583606,136
214583610,19912
214583612,46
214583630,186
214583640,64
214583647,73
214583653,191
214583655,90
214583657,57
214583662,38
214583664,10
214583666,35
214583670,3389
214583769,429
214583784,203
214583786,137
214583842,397
214583846,701
214583852,1616
214583855,29
214583861,8
214583867,10
214583870,40
214583874,74
214583878,52
214583880,273
214583887,267
214583932,350
214583940,20
214583942,70
214583945,270
214583947,1727
214583949,85
214583955,62
214583979,8
214583981,48
214584009,53
214584011,408
214584013,233
214584020,43
214584024,450
214584028,66
214584039,32
214584041,429
214584043,764
214584045,212
214584047,3170
214584050,368
214584056,262
214584069,733
214584071,22
214584077,15
214584082,86
214584086,26
214584088,16
214584090,131
214584092,4033
214584095,8
214584774,24
214584780,21
214584782,328
214584785,40
214584793,31
214584797,2921
214584800,373
214584808,1463
214584810,2950
214584812,2115
214584815,2772
214584817,1590
214584819,3699
214584821,4001
214584825,504
214584827,142
214584830,3682
214584832,2383
214584834,512
214584836,2688
214584847,38
214584892,38
214584898,20
214584907,6753
214584920,4412
214584928,403
214584930,41
214584939,13494
214584962,5935
214584965,855
214584969,4007
214584973,23
214584977,665
214584980,1130
214584982,813
214584984,626
214584986,692
214584988,1095
214584990,79
214584992,19346
214584999,2289
214585001,586
214585016,304
214585020,161
214585027,123
214585050,171
214585055,130
214585065,280
214585072,354
214585074,775
214585076,339
214585078,296
214585082,1127
214585100,2985
214585132,1
214585134,2
214585138,388
214585140,165
214585280,148
214585288,1280
214585389,85
214585393,192
214585395,6018
214585397,5111
214585400,23
214585402,17
214585404,44
214585406,1023
214585522,228
214585532,1161
214585541,149
214585543,180
214585547,1164
214585550,7
214585552,18
214585554,2320
214585558,118
214585560,116
214585586,2281
214585588,1040
214585595,313
214585597,971
214585616,1229
214585629,524
214585631,1740
214585633,7543
214585635,207
214585637,562
214585640,31
214585642,641
214585644,8472
214585646,498
214585648,579
214585652,608
214585659,887
214585661,70
214585663,13
214585665,939
214585667,1225
214585670,2536
214585674,569
214585676,7356
214585680,581
214585695,1797
214586420,210
214586422,14
214586424,3
214586432,3129
214586443,7830
214586458,14
214586465,41
214586469,2942
214586471,16
214586475,154
214586477,1201
214586488,4
214586490,1168
214586495,552
214586497,12
214586499,92
214586503,24
214586505,32
214586516,1818
214586527,44
214586540,1336
214586544,846
214586559,128
214586561,276
214586567,323
214586570,775
214586576,1378
214586585,109
214586595,2900
214586606,189
214586610,2998
214586612,69
214586619,236
214586621,390
214586625,483
214586630,224
214586634,216
214586642,478
214586645,1824
214586647,26
214586651,636
214586655,153
214586657,13
214586662,13
214586664,758
214586666,105
214586677,186
214586679,203
214586681,313
214586683,164
214586685,210
214586687,268
214586690,410
214586692,1103
214586694,17467
214586702,3
214586709,54
214586711,10105
214586720,890
214586722,3950
214586743,13214
214586747,290
214586752,769
214586756,22
214586762,21
214586773,17
214586780,132
214586782,15
214586784,20
214586786,173
214586795,608
214586797,490
214586803,522
214586805,9348
214586807,1276
214586810,3449
214586814,1378
214586818,1287
214586825,4658
214586827,30
214586831,58
214586833,28
214586842,864
214586846,220
214586848,178
214586857,3798
214586861,666
214586863,760
214586865,495
214586867,473
214586870,325
214586872,162
214586874,4037
214586876,2593
214586878,186
214586880,50
214586882,239
214586889,92
214586891,91
214586893,906
214586895,112
214586897,39
214586906,955
214586908,9
214586910,221
214586912,370
214586915,16
214586919,37
214586921,29
214586923,1909
214586927,6583
214586930,16
214586932,11
214586936,10
214586940,1626
214586942,746
214586945,14
214586947,12
214586949,1990
214586955,1109
214586960,85
214586962,70
214586964,6
214586966,170
214586968,85
214586970,1473
214586981,14
214586983,11657
214586994,2
214587005,6949
214587007,67
214587009,4
214587011,2978
214587013,7574
214587017,64
214587020,183
214587022,48
214587024,61
214587026,139
214587028,31341
214587030,143
214587032,312
214587039,913
214587041,214
214587043,191
214587045,290
214587052,300
214587056,225
214587058,148
214587060,718
214587062,221
214587065,56
214587069,603
214587071,419
214587073,28
214587075,381
214587077,151
214587082,162
214587084,112
214587086,58
214587090,72
214587095,54
214587097,89
214587099,361
214587112,44
214587122,38
214587144,158
214587148,450
214587150,98
214587152,48
214587161,251
214587163,364
214587167,2777
214587170,309
214587189,98
214587193,1111
214587202,815
214587206,247
214587219,69
214587223,6
214587227,608
214587234,246
214587236,21
214587242,1189
214587249,753
214587251,108
214587253,7
214587255,410
214587257,4552
214587262,78
214587268,607
214587270,401
214587272,112
214587285,276
214587290,324
214587292,695
214587296,291
214587298,207
214587305,2958
214587307,4252
214587309,718
214587311,21
214587313,204
214587315,651
214587317,32667
214587322,540
214587324,117
214587326,38
214587328,4969
214587337,139
214587360,92
214587362,957
214587365,277
214587367,169
214587369,404
214587371,326
214587375,37
214587377,616
214587382,28
214587384,14466
214587388,3341
214587390,70
214587395,180
214587397,352
214587399,1236
214587412,20
214587427,365
214587429,260
214587431,584
214587435,774
214587437,1510
214587440,30
214587442,97
214587444,1419
214587446,49
214587448,304
214587450,454
214587457,90
214587461,47
214587463,176
214587465,152
214587467,101
214587470,204
214587476,132
214587478,212
214587482,222
214587485,10
214587508,1049
214587519,409
214587521,289
214587523,613
214587525,1843
214587527,2497
214587530,958
214587532,40
214587536,99
214587538,173
214587540,176
214587545,390
214587547,12542
214587549,985
214587553,1209
214587555,653
214587557,1276
214587560,4395
214587562,283
214587564,208
214587566,318
214587570,108
214587575,128
214587581,773
214587583,798
214587585,668
214587587,60
214587590,364
214587592,184
214587594,182
214587596,145
214587598,442
214587600,26
214587602,71
214587605,284
214587607,118
214587609,2899
214587611,3413
214587613,1514
214587617,370
214587624,13
214587628,14
214587630,83
214587643,1112
214587650,4331
214587658,688
214587662,61
214587665,450
214587667,133
214587669,76
214587671,1053
214587677,1181
214587680,5
214587682,256
214587684,477
214587688,510
214587692,106
214587695,1907
214587697,13597
214587701,722
214587703,3334
214587705,992
214587712,23945
214587718,7
214587720,121
214587725,589
214587729,104
214587733,195
214587735,614
214587740,889
214587742,218
214587744,534
214587746,163
214587748,153
214587750,292
214587752,71
214587755,366
214587763,387
214587765,1644
214587767,12
214587774,34
214587778,9
214587780,58
214587785,259
214587791,694
214587797,2209
214587800,368
214587804,435
214587806,289
214587808,252
214587810,289
214587815,821
214587817,506
214587819,644
214587821,106
214587823,214
214587825,9
214587832,59
214587836,700
214587840,2178
214587842,2431
214587845,1988
214587851,79
214587853,144
214587860,745
214587862,55
214587864,1446
214587868,199
214587872,676
214587892,487
214587894,560
214587896,1251
214587898,8878
214587900,996
214587909,758
214587911,1869
214587913,1328
214587915,6943
214587917,966
214587920,291
214587922,889
214587924,1099
214587930,1047
214587932,4807
214587935,3292
214587937,13718
214587939,1437
214587945,171
214587950,231
214587952,4383
214587956,1459
214588168,181
214588172,80
214588273,26
214588277,48
214588513,3
214588762,25
214588764,23
214588768,656
214588770,492
214588772,908
214588777,659
214588779,848
214588781,404
214588783,822
214588785,720
214588787,779
214588790,405
214588792,748
214588796,77
214588798,34
214588802,440
214588805,352
214588811,482
214588815,541
214588817,737
214588822,346
214588824,614
214588828,361
214588830,364
214588835,242
214588837,412
214588850,18
214588852,38
214588880,33
214588882,14
214588897,11
214588910,17
214588914,40
214588916,32
214588918,36
214588920,38
214588931,254
214588937,106
214588940,61
214588942,83
